Title,Summary,Outcome type,Market sector,Closed date,Archive URL,,
Northgate Information Solutions plc / Service and Systems Solutions Ltd ,OFT closed case: Completed acquisition by Northgate Information Solutions plc of Service and Systems Solutions Ltd,Mergers - Phase 1 Clearance ,Electronics Industry ,5-May-05,OFT closed case: http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2005/northgate,,
Poster Publicity Group Ltd / WPP Group plc ,OFT closed case: Anticipated joint venture between Poster Publicity Group Ltd and WPP Group plc,Mergers - Phase 1 Clearance ,Communications ,4-May-05,OFT closed case: http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2005/poster,,
Whitbread / Marriott ,OFT closed case: Anticipated Joint Venture between Whitbread plc and Marriott International Inc ,Mergers - Phase 1 Clearance ,Recreation and Leisure,28-Apr-05,OFT closed case: http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2005/Whitbread,,
Bakkavor Group Hf / Geest plc ,OFT closed case: Anticipated acquisition by Bakkavor Group Hf of Geest plc ,Mergers - Phase 1 Clearance ,Food manufacturing,27-Apr-05,OFT closed case: http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2005/bakkavor,,
Industrial Funds Ltd / Ashtenne Holdings plc ,OFT closed case: Anticipated acquisition by Industrial Funds Ltd of Ashtenne Holdings plc ,Mergers - phase 1 found not to qualify,Distribution and service industries,26-Apr-05,OFT closed case: http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2005/industrial-funds,,
Mayne Pharma plc / Intra-Tech Healthcare Ltd ,OFT closed case: Anticipated acquisition by Mayne Pharma plc of Intra-Tech Healthcare Ltd ,Mergers - Phase 1 Clearance ,Pharmaceuticals ,25-Apr-05,OFT closed case: http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2005/mayne-pharma,,
Scotia Gas Network plc / Scotland and South of England gas distribution networks from National Grid Transco ,OFT closed case: Anticipated acquisition by Scotia Gas Network plc of the Scotland and South of England gas distribution networks from National Grid Transco ,Mergers - Phase 1 Clearance ,Energy,24-Apr-05,OFT closed case: http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2005/scotia,,
BAE Systems plc / United Defense Industries Inc ,OFT closed case: Anticipated acquisition by BAE Systems plc of United Defense Industries Inc ,Mergers - phase 1 found not to qualify,Defence ,21-Apr-05,OFT closed case: http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2005/bae,,
Utilities Trust of Australia / Hastings Diversified Utilities Fund of Swan Group (holding company of mid Kent water) ,OFT closed case: Completed acquisition by United Trust of Australia and Hastings Diversified Utilities Fund of Swan Group (holding company of Mid Kent Water) ,Mergers - phase 1 found not to qualify,Utilities,19-Apr-05,OFT closed case: http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2005/united-trust,,
KCI Konecranes plc / Morris Material Handling Ltd ,OFT closed case: Completed acquisition by KCI Konecranes plc of Morris Material Handling Ltd ,Mergers - phase 1 found not to qualify,Building and construction ,17-Apr-05,OFT closed case: http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2005/kci,,
Tesco plc / Property in Redruth (Woolworths) ,"OFT closed case: Completed acquisition by Tesco plc of property in Redruth (Pool) Cornwall, formerly traded by Woolworths Group plc ",Mergers - phase 1 found not to qualify,Retail and wholesale ,17-Apr-05,OFT closed case: http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2005/tesco,,
Future plc / Highbury House plc ,OFT closed case: Acquisition by Future plc of Highbury House plc ,Mergers - phase 1 reference,Communications ,13-Apr-05,OFT closed case: http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2005/future,,
Harmony Gold Mining Company / Gold Fields Ltd ,OFT closed case: Anticipated acquisition by Harmony Gold Mining Company Ltd of Gold Fields Ltd ,Mergers - Phase 1 Clearance ,"Mineral extraction, mining and quarrying ",13-Apr-05,OFT closed case: http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2005/harmony,,
Premier Direct Group plc / Greenwich Direct ,OFT closed case: Completed acquisition by Premier Direct Group plc of Greenwich Direct,Mergers - phase 1 found not to qualify,Retail and wholesale ,13-Apr-05,OFT closed case: http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2005/premier-direct,,
Premier Direct Group plc / The Laughing Gull Company Ltd ,OFT closed case: Completed acquisition by Premier Direct Group plc of The Laughing Gull Company Ltd ,Mergers - phase 1 found not to qualify,Retail and wholesale ,13-Apr-05,OFT closed case: http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2005/premier-direct2,,
First Milk Ltd / Robert Wiseman Dairies plc ,OFT closed case: Completed acquisition by First Milk Ltd of a 15 per cent stake in Robert Wiseman Dairies plc ,Mergers - Phase 1 Clearance ,Food manufacturing,6-Apr-05,OFT closed case: http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2005/firstmilk,,
Firstgroup plc / Integrated Kent Rail Franchise ,OFT closed case: Anticipated acquisition by Firstgroup plc of the Integrated Kent Rail Franchise ,Mergers - Phase 1 Clearance ,Transport,6-Apr-05,OFT closed case: http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2005/firstgroup3,,
Blackstone Group / NHP plc ,OFT closed case: Completed acquisition by the Blackstone Group of NHP plc ,Mergers - Phase 1 Clearance ,Distribution and service industries,5-Apr-05,OFT closed case: http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2005/blackstone2,,
Bucher Industries AG / Johnston Sweepers Ltd ,OFT closed case: Completed acquisition by Bucher Industries AG of Johnston Sweepers Ltd,Mergers - phase 1 reference,Distribution and service industries,5-Apr-05,OFT closed case: http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2005/bucher,,
Findel plc / GLS Educational Supplies Ltd ,OFT closed case: Completed acquisition by Findel plc of GLS Educational Supplies Ltd ,Mergers - phase 1 found not to qualify,Retail and wholesale ,4-Apr-05,OFT closed case: http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2005/findel,,
MGN Networks Ltd / Wales and West Gas Distribution Network from Transco plc ,OFT closed case: Proposed acquisition by MGN Networks Ltd of the Wales and West Gas Distribution Network from Transco plc ,Mergers - Phase 1 Clearance ,Distribution and Service Industries ,4-Apr-05,OFT closed case: http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2005/mgn,,
Durlacher Corporation plc / Panmure Gordon & Co Ltd ,OFT closed case: Anticipated acquisition by Durlacher Corporation plc of Panmure Gordon & Co Ltd ,Mergers - phase 1 found not to qualify,Financial services ,3-Apr-05,OFT closed case: http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2005/durlacher,,
Great South Eastern Railway Ltd / Integrated Kent rail franchise ,OFT closed case: Anticipated acquisition by Great South Eastern Railway Ltd of the Integrated Kent rail franchise ,Mergers - Phase 1 Clearance ,Transport,3-Apr-05,OFT closed case: http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2005/great-south,,
South Eastern Railways Ltd / the Integrated Kent rail franchise ,OFT closed case: Anticipated acquisition by South Eastern Railways Ltd (a joint venture between DSB and Stagecoach Group plc) of the Integrated Kent rail franchise,Mergers - Phase 1 Clearance ,Transport,1-Apr-05,OFT closed case: http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2005/south-eastern,,
GB Oils Ltd / Shell Direct UK Ltd ,OFT closed case: Completed acquisition by GB Oils Ltd of Shell Direct UK Ltd ,Mergers - Phase 1 Clearance ,Distribution and Service Industries ,29-Mar-05,OFT closed case: http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2005/gboils,,
Celesio AG / Healthcare Services Group plc ,OFT closed case: Anticipated acquisition by Celesio AG of Healthcare Services Group plc ,Mergers - Phase 1 Clearance ,Distribution and Service Industries ,28-Mar-05,OFT closed case: http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2005/celesio,,
Deutsche Borse AG / London Stock Exchange plc ,OFT closed case: Anticipated acquisition by Deutsche Borse of the London Stock Exchange plc ,Mergers - phase 1 reference,Financial services ,28-Mar-05,OFT closed case: http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2005/deutsche,,
Euronext NV / London Stock Exchange plc ,OFT closed case: Anticipated acquisition by Euronext NV of the London Stock exchange plc ,Mergers - phase 1 reference,Financial services ,28-Mar-05,OFT closed case: http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2005/euronext,,
Cegedim SA / Enigma Health UK plc ,OFT closed case: Completed acquisition by Cegedim SA of Enigma Health UK plc ,Mergers - Phase 1 Clearance ,Electronics Industry ,23-Mar-05,OFT closed case: http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2005/cegedim,,
Foster's Group Ltd / Southcorp Ltd ,OFT closed case: Anticipated acquisition by Foster's Group Ltd of Southcorp Ltd ,Mergers - Phase 1 Clearance ,Retail and wholesale ,23-Mar-05,OFT closed case: http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2005/fosters,,
Geest plc / G's Marketing Ltd ,OFT closed case: Anticipated acquisition by Geest plc of the trade and assets of the prepared leaf salad business of G's Marketing Ltd ,Mergers - Phase 1 Clearance ,Food manufacturing,23-Mar-05,OFT closed case: http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2005/geest,,
Somerfield / Wm Morrison Supermarkets plc ,OFT closed case: Completed acquisition by Somerfield plc of 114 stores from Wm Morrison Supermarkets plc ,Mergers - phase 1 reference,Retail and wholesale ,23-Mar-05,OFT closed case: http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2005/somerfield,,
Francisco Partners LP / G International Inc ,OFT closed case: Completed acquisition by Francisco Partners LP of G International Inc ,Mergers - phase 1 reference,Electronics Industry ,22-Mar-05,OFT closed case: http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2005/francisco,,
E-Crossnet / ITG ,OFT closed case: Acquisition of E-Crossnet by ITG ,Mergers - phase 1 found not to qualify,Financial services ,17-Mar-05,OFT closed case: http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2005/e-crossnet,,
3i Group plc / Shearings Group Holdings Ltd ,OFT closed case: Anticipated acquisition by 3i Group plc of Shearings Group Holdings Ltd ,Mergers - Phase 1 Clearance ,Transport,16-Mar-05,OFT closed case: http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2005/3i,,
ABF plc / Cargill plc ,OFT closed case: Anticipated joint venture between the agricultural merchanting activities of ABF plc and Cargill plc ,Mergers - Phase 1 Clearance ,"Agriculture, environment and natural resources",16-Mar-05,OFT closed case: http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2005/abf,,
Finmeccanica / BAE ,OFT closed case: Anticipated acquisition by Finmeccanica S.p.A. of parts of the military communication and avionics businesses of BAE Systems plc ,,Defence ,14-Mar-05,OFT closed case: http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2005/Finmeccanica,,Report to sec of state
Capital Radio / GWR ,OFT closed case: Anticipated merger between Capital Radio and GWR ,Mergers - phase 1 clearance with undertakings in lieu,Telecommunications,8-Mar-05,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2004/capital2,,
Hanson Building Products Ltd / Marshalls Clay Products Ltd ,OFT closed case: Completed acquisition by Hanson Building Products Ltd of Marshalls Clay Products Ltd ,Mergers - Phase 1 Clearance ,Building and construction ,7-Mar-05,OFT closed case: http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2005/hanson,,
Ennstone plc / Johnston Group plc ,OFT closed case: Completed acquisition by Ennstone plc of Johnston Group plc ,Mergers - Phase 1 Clearance ,Building and construction ,28-Feb-05,OFT closed case: http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2005/ennstone,,
University of Manchester / Victoria University of Manchester / University of Manchester Institute of Science and Technology ,OFT closed case: Completed acquisition by the University of Manchester of the Victoria University of Manchester and the University of Manchester Institute of Science and Technology ,Mergers - Phase 1 Clearance ,Public markets,25-Feb-05,OFT closed case: http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2005/university-manchester,,
Hill and Smith Holdings plc / Lionweld Kennedy Ltd ,OFT closed case: Completed acquisition by Hill and Smith Holdings plc of assets of Lionweld Kennedy Ltd ,Mergers - Phase 1 Clearance ,Building and construction ,24-Feb-05,OFT closed case: http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2005/hill-smith,,
Clinton Cards Ltd / Birthdays Ltd ,"OFT closed case: Completed acquisition by Clinton Cards Ltd of the Birthdays Ltd (and its subsidiaries), Birthdays Direct Ltd and Thorpalm Greeting Cards Ltd ",Mergers - Phase 1 Clearance ,Retail and wholesale ,11-Feb-05,OFT closed case: http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2005/clinton,,
Koninklijke DSM N.V. / Avecia Holdings B.V ,OFT closed case: Anticipated acquisition by Koninklijke DSM N.V. of Avecia Holdings B.V. ,Mergers - phase 1 found not to qualify,Chemicals ,11-Feb-05,OFT closed case: http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2005/koninklijke,,
Travis Perkins plc / Wickes Ltd ,OFT closed case: Anticipated acquisition by Travis Perkins plc of Wickes Ltd ,Mergers - Phase 1 Clearance ,Distribution and Service Industries ,4-Feb-05,OFT closed case: http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2005/travis-perkins,,
Wavin b.v. / Hepworth Building Products (Holdings) Ltd ,OFT closed case: Anticipated acquisition by Wavin B.V. of Hepworth Building Products (Holdings) Ltd ,Mergers - Phase 1 Clearance ,Building and construction ,4-Feb-05,OFT closed case: http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2005/wavin,,
General Electric Company / Invision Technologies Inc ,OFT closed case: Completed acquisition by General Electric Company of Invision Technologies Inc ,Mergers - Phase 1 Clearance ,Healthcare and medical equipment,1-Feb-05,OFT closed case: http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2005/general-electric,,
Serco Group plc / ITNET plc ,OFT closed case: Anticipated acquisition by Serco Group plc of ITNET plc ,Mergers - Phase 1 Clearance ,Distribution and Service Industries ,1-Feb-05,OFT closed case: http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2005/serco,,
Lockheed Martin Corporation / Stasys Ltd ,OFT closed case: Anticipated acquisition by Lockheed Martin Corporation of Stasys Ltd ,Mergers - phase 1 found not to qualify,Defence ,28-Jan-05,OFT closed case: http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2005/lockheed,,
RPC Group plc / Nampak Plastic Europe ,"OFT closed case: Completed acquisition by RPC Group plc of parts of Nampak Plastic Europe, namely certain assets used in the manufacture and sale of rigid blow-moulded plastic containers",Mergers - phase 1 found not to qualify,Textiles ,28-Jan-05,OFT closed case: http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2005/rpc-group,,
LINK Interchange Network Ltd / Transaction Network Services (UK) Ltd ,OFT closed case: Anticipated joint venture between LINK Interchange Network Ltd and Transaction Network Services (UK) Ltd,Mergers - phase 1 reference,Electronics Industry ,27-Jan-05,OFT closed case: http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2005/link,,
Clinisys Solutions Ltd / Torex Laboratory Systems Ltd ,OFT closed case: Anticipated acquisition by Clinisys Solutions Ltd of Torex Laboratory Systems Ltd,Mergers - Phase 1 Clearance ,Electronics Industry ,26-Jan-05,OFT closed case: http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2005/clinisys,,
Smiths Group plc / Medvest Holding Corporation Inc / Medex Inc ,OFT closed case: Anticipated acquisition by Smiths Group plc of Medvest Holding Corporation Inc and its operating subsidiary Medex Inc. ,Mergers - Phase 1 Clearance ,Healthcare and medical equipment,26-Jan-05,OFT closed case: http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2005/smiths,,
Southern Syringe Services Ltd / Hospital Management and Supplies Ltd ,OFT closed case: Anticipated acquisition by Smiths Group plc of Medvest Holding Corporation Inc and its operating subsidiary Medex Inc. ,Mergers - Phase 1 Clearance ,Healthcare and medical equipment,24-Jan-05,OFT closed case: http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2005/southern-syringe,,
Advanced Medical Optics Inc / VISX Inc ,OFT closed case: Anticipated acquisition by Advanced Medical Optics Inc of VISX Inc ,Mergers - phase 1 found not to qualify,Healthcare and medical equipment,19-Jan-05,OFT closed case: http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2005/advanced-medical,,
Arriva plc / Meadowhall Ltd (trading as Merseyline) ,OFT closed case: Completed acquisition by Arriva plc of Meadowhall Ltd (trading as Merseyline) ,Mergers - Phase 1 Clearance ,Transport,17-Jan-05,OFT closed case: http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2005/arriva,,
Blackstone Group / Southern Cross Healthcare Holdings Ltd ,OFT closed case: Completed acquisition by the Blackstone Group of Southern Cross Healthcare Holdings Ltd,Mergers - Phase 1 Clearance ,Healthcare and medical equipment,14-Jan-05,OFT closed case: http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2005/blackstone,,
JP Morgan plc / Cazenove Group ,OFT closed case: Anticipated joint venture between JP Morgan plc and Cazenove Group ,Mergers - Phase 1 Clearance ,Financial services ,13-Jan-05,OFT closed case: http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2005/jp-morgan,,
Brenntag (UK) Ltd / Aquacryl Ltd ,"OFT closed case: Completed acquisition by Brenntag (UK) Ltd of certain assets of Aquacryl Ltd, namely Aquacryl's wholesale distribution business of Rohm & Haas chemical product ",Mergers - phase 1 found not to qualify,Healthcare and medical equipment,7-Jan-05,OFT closed case: http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2005/brenntag,,
Airport Concessions / Development Ltd of TBI plc ,OFT closed case: Anticipated acquisition by Airport Concessions and Development Ltd of TBI plc,Mergers - phase 1 clearance,Distribution and Service Industries,29-Dec-04,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2004/airport-concessions,,
Argenta Private Capital Ltd / Anton Private Capital Ltd / Anton General Partner Ltd / SLP (Management) Ltd ,OFT closed case: Anticipated acquisition by Argenta Private Capital Ltd of the Business and certain assets of Anton Private Capital Ltd and the entire issued share capital of Anton General Partner Ltd and SLP (Management) Ltd,Mergers - phase 1 clearance,distribution and Service Industries,23-Dec-04,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2004/argenta,,
Danaher Corporation / Linx Printing Technologies plc ,OFT closed case: Anticipated acquisition by Danaher Corporation of Linx Printing Technologies plc,Mergers - phase 1 clearance,Electronics Industry,21-Dec-04,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2004/danaher,,
Great North Eastern Railway Ltd / InterCity East Coast Franchise ,OFT closed case: Anticipated acquisition by Great North Eastern Railway Ltd of the InterCity East Coast Franchise,Mergers - phase 1 clearance,Transport,21-Dec-04,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2004/great-north,,
Phoenix Healthcare Distribution Ltd / East Anglian Pharmaceuticals Ltd ,OFT closed case: Anticipated acquisition by Phoenix Healthcare Distribution Ltd of East Anglian Pharmaceuticals Ltd ,Mergers - phase 1 clearance,Retail and wholesale,21-Dec-04,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2004/phoenix,,
Virgin Group Investments Ltd / Stagecoach Group plc / InterCity East Coast Franchise ,OFT closed case: Anticipated acquisition by Virgin Group Investments Ltd and Stagecoach Group plc of the InterCity East Coast Franchise,Mergers - phase 1 clearance with undertakings in lieu,Transport,21-Dec-04,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2004/virgin,,
Moët Hennessy S.N.C. / Glenmorangie plc ,OFT closed case: Anticipated acquisition by Moët Hennessy S.N.C. of Glenmorangie plc,Mergers - phase 1 found not to qualify,Food manufacturing,17-Dec-04,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2004/moet,,
Cegedim RX Ltd / NDC Health Ltd ,OFT closed case: Completed acquisition by Cegedim RX Ltd of NDC Health Ltd,Mergers - phase 1 found not to qualify,Pharmaceuticals,16-Dec-04,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2004/cegedim,,
Punch Taverns plc / InnSpired Group Ltd ,OFT closed case: Completed acquisition by Punch Taverns plc of InnSpired Group Ltd,Mergers - Phase 1 clearance,Recreation and leisure,13-Dec-04,http://webarchive.nationalarchives.gov.uk/20140402141250/http://www.oft.gov.uk/OFTwork/mergers/decisions/2004/punch-taverns,,
Melrose plc / Novar plc ,OFT closed case: Anticipated acquisition by Melrose plc of Novar plc,Mergers - Phase 1 clearance,Building and construction,9-Dec-04,http://webarchive.nationalarchives.gov.uk/20140402141250/http://www.oft.gov.uk/OFTwork/mergers/decisions/2004/melrose,,
DSB / InterCity East Coast Passenger rail franchise ,OFT closed case: Anticipated acquisition by DSB (through LYNE Ltd in which it is intended that English Welsh & Scottish Railway Holdings will be a minority shareholder) of the InterCity East Coast Passenger rail franchise,Mergers - Phase 1 clearance,Transport,8-Dec-04,http://webarchive.nationalarchives.gov.uk/20140402141250/http://www.oft.gov.uk/OFTwork/mergers/decisions/2004/dsb,,
Meggitt plc / Dunlop Standard Aerospace Group Ltd ,OFT closed case: Completed acquisition by Meggitt plc of the design and manufacturing business of Dunlop Standard Aerospace Group Ltd from funds managed and advised by Doughty Hanson & Co,Mergers - Phase 1 clearance,Aerospace,7-Dec-04,http://webarchive.nationalarchives.gov.uk/20140402141250/http://www.oft.gov.uk/OFTwork/mergers/decisions/2004/meggitt,,
Dairy Farmers of Britain Ltd / Associated Co-operative Creameries Ltd ,OFT closed case: Completed acquisition by Dairy Farmers of Britain Ltd of Associated Co-operative Creameries Ltd,Mergers - Phase 1 clearance,Food manufacturing,3-Dec-04,http://webarchive.nationalarchives.gov.uk/20140402141250/http://www.oft.gov.uk/OFTwork/mergers/decisions/2004/dairy-farmers,,
Ispat International N.V. and LNM Holdings N.V. / International Steel Group Inc. ,"OFT closed case: Anticipated Merger of Ispat International N.V. and LNM Holdings N.V. (together to be renamed ""Mittal Steel Company N.V."") with International Steel Group Inc.",Mergers - phase 1 found not to qualify,"Mineral extraction, mining and quarrying",3-Dec-04,http://webarchive.nationalarchives.gov.uk/20140402141250/http://www.oft.gov.uk/OFTwork/mergers/decisions/2004/ispat,,
AquaInvest Acquisitions Ltd / South Staffordshire plc ,OFT closed case: Anticipated acquisition by AquaInvest Acquisitions Ltd of South Staffordshire plc,Mergers - Phase 1 clearance,Utilities,29-Nov-04,http://webarchive.nationalarchives.gov.uk/20140402141250/http://www.oft.gov.uk/OFTwork/mergers/decisions/2004/aquainvest,,
Countrywide plc / Bradford & Bingley & Securemove Property Services Ltd ,OFT closed case: Completed acquisition by Countrywide plc of Bradford & Bingley’s estate agency business and Securemove Property Services Ltd,Mergers - Phase 1 clearance,Distribution and Service Industries,23-Nov-04,http://webarchive.nationalarchives.gov.uk/20140402141250/http://www.oft.gov.uk/OFTwork/mergers/decisions/2004/countrywide,,
Scottishpower plc / South Coast Power Ltd ,OFT closed case: Completed acquisition by Scottishpower plc of the remaining 50% shareholding in South Coast Power Ltd,Mergers - Phase 1 clearance,Utilities,23-Nov-04,http://webarchive.nationalarchives.gov.uk/20140402141250/http://www.oft.gov.uk/OFTwork/mergers/decisions/2004/scottish-power,,
Terra Firma / Odeon Equity Co. Ltd ,OFT closed case: Completed acquisition by Terra Firma Capital Partners II Fund of Odeon Equity co. Ltd,Mergers - Phase 1 clearance,Recreation and leisure,23-Nov-04,http://webarchive.nationalarchives.gov.uk/20140402141250/http://www.oft.gov.uk/OFTwork/mergers/decisions/2004/terra-firma,,
Waterford Wedgwood plc / Royal Doulton plc ,OFT closed case: Anticipated acquisition by Waterford Wedgwood plc of Royal Doulton plc,Mergers - Phase 1 FNTQ,"Giftware, jewellery and tableware",22-Nov-04,http://webarchive.nationalarchives.gov.uk/20140402141250/http://www.oft.gov.uk/OFTwork/mergers/decisions/2004/waterford,,
TheBrickBusiness (TBB) / Wienerberger BV ,OFT closed case: Completed acquisition of TheBrickBusiness (TBB) by Wienerberger BV,Mergers - phase 1 found not to qualify,Building and construction,19-Nov-04,http://webarchive.nationalarchives.gov.uk/20140402141250/http://www.oft.gov.uk/OFTwork/mergers/decisions/2004/wienerberger,,
