Title,Summary,Outcome type,Market sector,Closed date,Archive URL,,
Getinge AB / Siemens' medical life systems business ,OFT closed case: Completed acquisition by Getinge AB of Siemens' medical life systems business,Mergers - phase 1 found not to qualify,Healthcare and medical equipment,3-Dec-03,http://webarchive.nationalarchives.gov.uk/20140402142426/http:/www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2003/getinge,,
Otis Ltd / Oakland Elevators Ltd ,OFT closed case: Completed acquisition by Otis Ltd of Oakland Elevators Ltd,Mergers - Phase 1 Clearance  ,Engineering ,28-Nov-03,http://webarchive.nationalarchives.gov.uk/20140402142426/http:/www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2003/otis,,
Meade Corporation Ltd / Thyssen GB Ltd ,OFT closed case: Completed acquisition by Meade Corporation Ltd of Thyssen GB Ltd,Mergers - phase 1 found not to qualify,Building and construction ,24-Nov-03,http://webarchive.nationalarchives.gov.uk/20140402142426/http:/www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2003/meade,,
BAE Systems plc / Alvis plc ,OFT closed case: Completed acquisition by BAE Systems plc of a 28.95% stake in Alvis plc ,Mergers - Phase 1 Clearance  ,Defence ,21-Nov-03,http://webarchive.nationalarchives.gov.uk/20140402142426/http:/www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2003/bae,,
United Business Media / Aprovia UK Ltd ,OFT closed case: Completed acquisition by United Business Media of Aprovia UK Ltd ,Mergers - Phase 1 Clearance  ,Communications ,14-Nov-03,http://webarchive.nationalarchives.gov.uk/20140402142426/http:/www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2003/united-business,,
SSE / Medway Power Ltd and AES Medway Operations Ltd ,OFT closed case: Anticipated acquisition by SSE of Medway Power Ltd and AES Medway Operations Ltd,Mergers - Phase 1 Clearance  ,Energy,13-Nov-03,http://webarchive.nationalarchives.gov.uk/20140402142426/http:/www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2003/sse,,
HGCapital /Classical Ltd / Boosey & Hawkes plc ,OFT closed case: Anticipated acquisition by HGCapital/Classical Ltd of Boosey & Hawkes plc ,Mergers - phase 1 found not to qualify,Recreation and Leisure ,11-Nov-03,http://webarchive.nationalarchives.gov.uk/20140402142426/http:/www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2003/hgcapital,,
Pacific Retail Group Ltd / Powerhouse Holdings Ltd / Powerhouse Retail Ltd / Powerhouse Connect Ltd ,"OFT closed case: Completed acquisition by Pacific Retail Group Ltd of Powerhouse Holdings Ltd, Powerhouse Retail Ltd and Powerhouse Connect Ltd ",Mergers - Phase 1 Clearance  ,Retail and wholesale ,6-Nov-03,http://webarchive.nationalarchives.gov.uk/20140402142426/http:/www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2003/pacific,,
Unum / Swiss Life ,OFT closed case: Proposed acquisition by Unum Ltd of the employee benefits business of Swiss Life (UK) plc,Mergers - phase 1 reference,Financial services ,31-Oct-03,http://webarchive.nationalarchives.gov.uk/20140402142426/http:/www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2003/819335,,
Amcor Ltd / Rexam plc ,OFT closed case: Completed acquisition by Amcor Ltd of the flexible healthcare packaging business of Rexam plc,Mergers - phase 1 found not to qualify,Healthcare and medical equipment ,30-Oct-03,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/decisions/2003/amcor,,
Intertek Group plc / Fastech International Ltd ,OFT closed case: Completed acquisition by Intertek Group plc of Fastech International Ltd ,Mergers - phase 1 found not to qualify,Textiles ,30-Oct-03,http://webarchive.nationalarchives.gov.uk/20140402142426/http:/www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2003/intertek,,
International Power plc / AES Drax Holdings Ltd ,OFT closed case: Anticipated acquisition by International Power plc of AES Drax Holdings Ltd,Mergers - Phase 1 Clearance  ,Energy,27-Oct-03,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/decisions/2003/international-power,,
"PeopleSoft, Inc. / J.D. Edwards & Company ","OFT closed case: Completed acquisition by PeopleSoft, Inc. of J.D. Edwards & Company",Mergers - phase 1 found not to qualify,Communications ,27-Oct-03,http://webarchive.nationalarchives.gov.uk/20140402142426/http:/www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2003/peoplesoft,,
West Coast Capital / Birthdays Group Ltd ,"OFT closed case: Completed acquisition by West Coast Capital, through TBH Trading Ltd, of Birthdays Group Ltd",Mergers - Phase 1 Clearance  ,Communications,23-Oct-03,http://webarchive.nationalarchives.gov.uk/20140402142426/http:/www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2003/west-coast,,
Yahoo! Inc / Overture Services Inc ,OFT closed case: Anticipated acquisition by Yahoo! Inc of Overture Services Inc ,Mergers - phase 1 found not to qualify,Communications ,23-Oct-03,http://webarchive.nationalarchives.gov.uk/20140402142426/http:/www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2003/yahoo,,
Co-operative Group / Balfour Convenience Stores Ltd ,OFT closed case: Acquisition by the Co-operative Group of Balfour Convenience Stores Ltd ,Mergers - Phase 1 Clearance  ,Retail and wholesale ,22-Oct-03,http://webarchive.nationalarchives.gov.uk/20140402142426/http:/www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2003/cooperative,,
Rexam plc / Risdon Pharma Group ,OFT closed case: Completed acquisition by Rexam plc of The Risdon Pharma Group ,Mergers - phase 1 found not to qualify,Pharmaceuticals ,20-Oct-03,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/decisions/2003/rexam,,
Swiss Re GB plc / Zurich Life Assurance ,OFT closed case: Anticipated acquisition by Swiss Re GB plc of Zurich Life Assurance ,Mergers - Phase 1 Clearance  ,Financial services ,16-Oct-03,http://webarchive.nationalarchives.gov.uk/20140402142426/http:/www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2003/swiss,,
Torex plc / HAS Solutions Pty Ltd ,OFT closed case: Completed acquisition by Torex plc of HAS Solutions Pty Ltd ,Mergers - phase 1 found not to qualify,Healthcare and medical equipment ,14-Oct-03,http://webarchive.nationalarchives.gov.uk/20140402142426/http:/www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2003/torex2,,
Sterling Energy plc / Fusion Oil and Gas plc ,OFT closed case: Anticipated acquisition by Sterling Energy plc of Fusion Oil and Gas plc ,Mergers - phase 1 found not to qualify,Oil and Gas refining and Petrochemicals ,13-Oct-03,http://webarchive.nationalarchives.gov.uk/20140402142426/http:/www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2003/sterling,,
Zimmer Holdings Inc / Centerpulse AG ,OFT closed case: Completed acquisition by Zimmer Holdings Inc of Centerpulse AG ,Mergers - phase 1 found not to qualify,Healthcare and medical equipment ,6-Oct-03,http://webarchive.nationalarchives.gov.uk/20140402142426/http:/www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2003/zimmer,,
Amadeus Global Travel Distribution S.A. / Optims S.A. ,OFT closed case: Completed acquisition by Amadeus Global Travel Distribution S.A. of a shareholding in Optims S.A. ,Mergers - phase 1 found not to qualify,Electronics Industry ,30-Sep-03,http://webarchive.nationalarchives.gov.uk/20140402142426/http:/www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2003/amadeus,,
Mouchel plc / Parkman Group plc ,OFT closed case: Anticipated merger of Mouchel plc and Parkman Group plc ,Mergers - phase 1 found not to qualify,Financial services ,30-Sep-03,http://webarchive.nationalarchives.gov.uk/20140402142426/http:/www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2003/mouchel,,
First Group plc / GB Railways plc ,OFT closed case: Anticipated acquisition by First Group plc of GB Railways plc ,Mergers - Phase 1 Clearance  ,Transport ,29-Sep-03,http://webarchive.nationalarchives.gov.uk/20140402142426/http:/www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2003/first-group,,
Guardian Media Group / Trader Media Group ,OFT closed case: Anticipated acquisition by Guardian Media Group of Trader Media Group ,Mergers - Phase 1 Clearance  ,Communications ,28-Sep-03,http://webarchive.nationalarchives.gov.uk/20140402142426/http:/www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2003/guardian,,
Taylor Woodrow plc / Wilson Connolly Holdings plc ,OFT closed case: Anticipated acquisition by Taylor Woodrow plc of Wilson Connolly Holdings plc ,Mergers - Phase 1 Clearance  ,Building and construction ,25-Sep-03,http://webarchive.nationalarchives.gov.uk/20140402142426/http:/www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2003/taylor-woodrow,,
VB Autobatterien GmbH / Optima Batteries AB ,"OFT closed case: Completed acquisition by VB Autobatterien GmbH, in which Robert Bosch GmbH has material influence, of Optima Batteries AB and certain assets and companies constituting Johnson Controls Batterien ",Mergers - Phase 1 Clearance  ,Motor Industry ,25-Sep-03,http://webarchive.nationalarchives.gov.uk/20140402142426/http:/www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2003/vb-autobatterien,,
GKN plc / Pilkington plc ,OFT closed case: Anticipated acquisition by GKN plc of the Aerospace Division of Pilkington plc,Mergers - Phase 1 Clearance  ,Aerospace,24-Sep-03,http://webarchive.nationalarchives.gov.uk/20140402142426/http:/www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2003/gkn,,
Delachaux S.A. / Pandrol Holdings Ltd ,OFT closed case: Anticipated acquisition by Delachaux S.A. of Pandrol Holdings Ltd,Mergers - Phase 1 Clearance  ,Engineering ,22-Sep-03,http://webarchive.nationalarchives.gov.uk/20140402142426/http:/www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2003/delachaux,,
Sibelco Minerals & Chemicals Ltd / Tarmac Central Ltd ,OFT closed case: Anticipated acquisition by Sibelco Minerals & Chemicals Ltd of the minerals and materials business of Tarmac Central Ltd ,Mergers - phase 1 reference,Chemicals ,22-Sep-03,http://webarchive.nationalarchives.gov.uk/20140402142426/http:/www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2003/sibelco,,
BP Oil UK Ltd / Texaco Ltd ,OFT closed case: Anticipated acquisition by BP Oil UK Ltd of 25 service stations and 4 closed sites from Texaco Ltd ,Mergers - phase 1 found not to qualify,Oil and Gas refining and Petrochemicals ,21-Sep-03,http://webarchive.nationalarchives.gov.uk/20140402142426/http:/www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2003/bp-oil ,,
Texaco Ltd / BP Oil UK Ltd ,OFT closed case: Anticipated acquisition by Texaco Ltd of 21 service stations from BP Oil UK Ltd,Mergers - phase 1 found not to qualify,Oil and Gas refining and Petrochemicals ,21-Sep-03,http://webarchive.nationalarchives.gov.uk/20140402142426/http:/www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2003/texaco,,
Vodafone Group plc / Project Telecom plc ,OFT closed case: Anticipated acquisition by Vodafone Group plc of Project Telecom plc ,Mergers - Phase 1 Clearance  ,Telecommunications,17-Sep-03,http://webarchive.nationalarchives.gov.uk/20140402142426/http:/www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2003/vodafone,,
Siemens Beteiligungsverwaltung GmbH / Danfoss A/S ,OFT closed case: Anticipated acquisition by Siemens Beteiligungsverwaltung GmbH of the flow metering business of Danfoss A/S,Mergers - phase 1 found not to qualify,Building and construction ,16-Sep-03,http://webarchive.nationalarchives.gov.uk/20140402142426/http:/www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2003/siemens,,
BioReliance Corporation / Q-One Biotech Group Ltd ,OFT closed case: Anticipated acquisition by BioReliance Corporation of Q-One Biotech Group Ltd ,Mergers - Phase 1 Clearance  ,Pharmaceuticals ,15-Sep-03,http://webarchive.nationalarchives.gov.uk/20140402142426/http:/www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2003/bioreliance,,
Go-Ahead Group plc / Wilts and Dorset Investments Ltd ,OFT closed case: Completed acquisition by the Go-Ahead Group plc of Wilts and Dorset Investments Ltd ,Mergers - phase 1 found not to qualify,Transport ,14-Sep-03,http://webarchive.nationalarchives.gov.uk/20140402142426/http:/www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2003/go-ahead,,
DMG Information Ltd / Sitescope Ltd ,OFT closed case: Anticipated acquisition by DMG Information Ltd of Sitescope Ltd ,Mergers - Phase 1 Clearance  ,"Agriculture, environment and natural resources",10-Sep-03,http://webarchive.nationalarchives.gov.uk/20140402142426/http:/www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2003/dmg,,
Torex plc / Civica plc ,OFT closed case: Completed acquisition by Torex plc of the theatre management and anaesthesia systems business of Civica plc,Mergers - phase 1 found not to qualify,Healthcare and medical equipment ,10-Sep-03,http://webarchive.nationalarchives.gov.uk/20100515091902/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2003/torex,,
Advanced Feed Fats Ltd / John Wyatt Ltd ,OFT closed case: Proposed merger of the Feed Fat Businesses of Advanced Feed Fats Ltd and John Wyatt Ltd,Mergers - Phase 1 Clearance  ,Food manufacturing,9-Sep-03,http://webarchive.nationalarchives.gov.uk/20140402142426/http:/www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2003/advanced-feed,,
Assa Abloy AB / Black and Decker Corporation ,OFT closed case: Anticipated acquisition by Assa Abloy AB of the European Security Hardware Business of Black and Decker Corporation,Mergers - Phase 1 Clearance  ,"Household goods, furniture and furnishings ",1-Sep-03,http://webarchive.nationalarchives.gov.uk/20140402142426/http:/www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2003/assa-abloy,,
British Biotech plc / Vernalis Group plc ,OFT closed case: Anticipated acquisition by British Biotech plc of Vernalis Group plc ,Mergers - phase 1 found not to qualify,Pharmaceuticals,1-Sep-03,http://webarchive.nationalarchives.gov.uk/20140402142426/http:/www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2003/british-biotech,,
Chelsea Ltd / Chelsea Village plc ,OFT closed case: Completed acquisition by Chelsea Ltd of a 50.09 per cent shareholding in Chelsea Village plc,Mergers - Phase 1 Clearance  ,Recreation and Leisure,26-Aug-03,http://webarchive.nationalarchives.gov.uk/20140402142426/http:/www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2003/chelsea,,
Stena / P&O ,OFT closed case: Anticipated joint venture between Stena and P&O to acquire Cairnryan Port ,Mergers - Phase 1 Clearance  ,Transport ,21-Aug-03,http://webarchive.nationalarchives.gov.uk/20140402142426/http:/www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2003/stena,,
Arcelor SA / Pallanzeno Newco ,OFT closed case: Completed acquisition by Arcelor SA of Pallanzeno Newco ,Mergers - phase 1 found not to qualify,"Mineral extraction, mining and quarrying ",20-Aug-03,http://webarchive.nationalarchives.gov.uk/20140402142426/http:/www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2003/arcelor,,
Woodbridge Foam (UK) Ltd / Fehrer Great Britain Ltd ,OFT closed case: Anticipated acquisition by Woodbridge Foam (UK) Ltd of certain business and assets of Fehrer Great Britain Ltd,Mergers - Phase 1 Clearance  ,Chemicals ,19-Aug-03,http://webarchive.nationalarchives.gov.uk/20140402142426/http:/www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2003/woodbridge,,
3M United Kingdom plc / Vantage Health Ltd ,OFT closed case: Completed acquisition by 3M United Kingdom plc of the business of Vantage Health Ltd,Mergers - Phase 1 Clearance  ,Healthcare and medical equipment ,14-Aug-03,http://webarchive.nationalarchives.gov.uk/20140402142426/http:/www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2003/3m,,
IDEC Pharmaceuticals Corp / Biogen Inc ,OFT closed case: Anticipated acquisition by Idec Pharmaceuticals Corp of Biogen Inc ,Mergers - phase 1 found not to qualify,Pharmaceuticals ,13-Aug-03,http://webarchive.nationalarchives.gov.uk/20140402142426/http:/www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2003/idec,,
Banque Centrale de Compensation SA / London Clearing House Ltd ,OFT closed case: Anticipated merger of Banque Centrale de Compensation SA and London Clearing House Ltd ,Mergers - Phase 1 Clearance  ,Financial Services ,10-Aug-03,http://webarchive.nationalarchives.gov.uk/20140402142426/http:/www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2003/banque-centrale,,
Cholet Acquisitions Ltd / Waste Recycling Group plc ,OFT closed case: Anticipated acquisition by Cholet Acquisitions Ltd of Waste Recycling Group plc ,Mergers - Phase 1 Clearance  ,Distribution and service industries,28-Jul-03,http://webarchive.nationalarchives.gov.uk/20140402142426/http:/www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2003/cholet,,
Crompton Corporation / General Electric Company ,OFT closed case: Anticipated acquisition by Crompton Corporation of the Speciality Chemicals Business of General Electric Company,Mergers - phase 1 found not to qualify,Chemicals ,28-Jul-03,http://webarchive.nationalarchives.gov.uk/20140402142426/http:/www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2003/crompton,,
General Electric Company / Crompton Corporation ,OFT closed case: Anticipated acquisition by General Electric Company of the OSI Specialities Business of Crompton Corporation. ,Mergers - phase 1 found not to qualify,Chemicals ,28-Jul-03,http://webarchive.nationalarchives.gov.uk/20140402142426/http:/www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2003/general-electric,,
SSE Power Distribution Ltd / Aquila Sterling Ltd ,OFT closed case: Anticipated acquisition by SSE Power Distribution Ltd of Aquila Sterling Ltd,Mergers - Phase 1 Clearance  ,Energy,23-Jul-03,http://webarchive.nationalarchives.gov.uk/20140402142426/http:/www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2003/sse3,,
Portman Building Society / Staffordshire Building Society ,OFT closed case: Anticipated acquisition by Portman Building Society of Staffordshire Building Society,Mergers - Phase 1 Clearance  ,Financial Services ,22-Jul-03,http://webarchive.nationalarchives.gov.uk/20140402142426/http:/www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2003/portman,,
Deutsche Post AG / Airborne Inc ,OFT closed case: Anticipated acquisition by Deutsche Post AG of Airborne Inc.,Mergers - Phase 1 Clearance  ,Distribution and Service Industries ,15-Jul-03,http://webarchive.nationalarchives.gov.uk/20140402142426/http:/www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2003/deutsche,,
,,,,,,,
